Year,Conference,Title,"Compiler optimization","Resource management","Parsing","Low-level compiler optimizations","Semantics of concurrent programs","Array Processing","Garbage Collection","Components and APIs","Program Analysis","Type Systems","Verification","Test generation","Object-Oriented Programming","Analysis of Concurrent Programs","Applications (mobile, systems, networking, web)","Program Logics","Parallelism","Language Design","Models and Modeling","Object-oriented software development"
1977,"POPL","Structuring - Eric C. R. Hehner",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,4.2174848672,0.0318900597,0.0318900597,0.0318900597,22.8462952521,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1977,"POPL","Programming language constructs for which it is impossible to obtain good hoare-like axiom systems - Edmund Melson Clarke, Jr.",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,63.4559914741,0.0318900597,31.6077886452,0.0318900597,0.0318900597
1977,"POPL","Social processes and proofs of theorems and programs - Richard A. DeMillo, Richard J. Lipton, Alan J. Perlis",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,5.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1977,"POPL","Minimal and optimal computations of recursive programs - Gérard Berry, Jean-Jacques Lévy",0.0318900597,0.0318900597,0.0318900597,0.0318900597,37.8765930070,0.0318900597,0.0318900597,0.0318900597,197.0843292480,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,38.4007757535,1.7658622301,0.0318900597,0.0318900597,0.0318900597
1977,"POPL","Threshold evaluation and the semantics of call by value, assignment and generic procedures - Bernard Lang",0.0318900597,0.0318900597,0.0318900597,0.0318900597,7.7808225635,0.0318900597,0.0318900597,0.0318900597,25.0701782105,3.2446694050,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1977,"POPL","Abstract interpretation: a unified lattice model for static analysis of programs by construction or approximation of fixpoints - Patrick Cousot, Radhia Cousot",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,2.8181987188,0.0318900597,94.8699456321,4.4075258282,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1977,"POPL","The equivalence problem for program schemata with nonintersecting loops - Harry R. Lewis",0.0318900597,0.0318900597,0.0318900597,8.3208496812,0.0318900597,40.4825925466,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,15.2922279512,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1977,"POPL","Code-generation for machines with multiregister operations - A. V. Aho, S. C. Johnson, J. D. Ullman",20.9104871144,0.0318900597,0.0318900597,31.5061309011,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,30.0591749036,0.0318900597,9.6517673195,0.0318900597
1977,"POPL","A new strategy for code generation: the general purpose optimizing compiler - William Harrison",33.3697623544,0.0318900597,7.5520920901,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,12.1738157345,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1977,"POPL","Applications of high level control flow - Barry K. Rosen",0.0318900597,0.0318900597,0.0318900597,0.0318900597,7.3163514496,0.0318900597,0.0318900597,0.0318900597,37.7474286697,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1977,"POPL","Generalized common subexpressions in very high level languages - Amelia C. Fong",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,91.8171145793,2.0342788248,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,2.2442767749,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1977,"POPL","Expression continuity and the formal differentiation of algorithms - Bob Paige, J. T. Schwartz",3.4581226732,8.5893435616,13.4188116684,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,7.6612823354,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1977,"POPL","Applications of a graph grammar for program control flow analysis - Ken Kennedy, Linda Zucconi",0.0318900597,0.0318900597,41.0357986259,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,180.0143923331,0.0318900597,0.0318900597,0.0318900597,7.0454792199,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1977,"POPL","On the covering of left recursive grammars - A. Nijholt",0.0318900597,0.0318900597,10.4511740617,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,10.6126060577,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1976,"POPL","The influence of productions on derivations and parsing (Extended Abstract) - Benton L. Leong, Detlef Wotschke",0.0318900597,0.0318900597,47.6198400055,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,13.4439401138,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1976,"POPL","Induction variables in very high level languages - Amelia C. Fong, Jeffrey D. Ullman",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,21.1859329650,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,26.5964244200,0.0318900597,0.0318900597,0.0318900597,9.3133127940
1976,"POPL","An algorithm for structuring programs (Extended Abstract) - Brenda S. Baker",0.0318900597,0.0318900597,0.0318900597,27.9323061635,0.0318900597,0.0318900597,1.2956935087,0.0318900597,55.4064527121,0.0318900597,0.0318900597,2.3875828153,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,45.1374150987,0.0318900597,0.0318900597
1976,"POPL","On directly constructing LR(k) parsers without chain reductions - Wilf R. LaLonde",0.0318900597,40.4930347443,25.6765910694,12.9260443653,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1976,"POPL","PLAN2D - syntactic analysis of precedence graph grammars - Reinhold Franck",0.0318900597,0.0318900597,8.5144380563,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,9.1728965360,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,11.5584571682,0.0318900597,0.0318900597,0.0318900597,5.8817684781
1976,"POPL","Program improvement by source to source transformation - David B. Loveman",4.8099481472,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,2.2423282215,0.0318900597,10.7480356973,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,23.3272481726,0.0318900597
1976,"POPL","Goal-directed program transformation - Ben Wegbreit",3.4049792269,0.0318900597,0.0318900597,0.0318900597,0.0318900597,2.6613586470,0.0318900597,0.0318900597,35.5183946331,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,5.5428277315,0.0318900597
1976,"POPL","Primitive recursive program transformation - R. S. Boyer, J. S. Moore, R. E. Shostak",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,22.7845631313,0.0318900597,12.2792169881,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1976,"POPL","Mathematical semantics and data flow programming - Paul R. Kosinski",0.0318900597,0.0318900597,0.0318900597,5.6313513186,31.3489895421,0.0318900597,0.0318900597,0.0318900597,31.1153293183,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1976,"POPL","Procedure referencing environments in SL5 - Dianne E. Britton, Frederick C. Druseiks, Ralph E. Griswold, David R. Hanson, Richard A. Holmes",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,10.2990601746,0.0318900597,0.0318900597,24.7035345811,0.0318900597,22.0930754233,0.0318900597,0.0318900597
1976,"POPL","Verifying formal specifications of synchronous processes - Patricia P. Griffiths, Charles J. Prenner",0.0318900597,5.1349759739,0.0318900597,0.0318900597,16.0818229292,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,38.8788712759,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1976,"POPL","A complexity theory of grammar problems - H. B. Hunt, III",0.0318900597,0.0318900597,35.4875820562,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,10.8448154994,0.0318900597,3.7632726234,0.0318900597,0.0318900597
1976,"POPL","Code generation for expressions with common subexpressions (Extended Abstract) - A. V. Aho, S. C. Johnson, J. D. Ullman",34.8714671009,0.0318900597,0.0318900597,0.0318900597,5.1063639188,10.9476521498,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,2.7056133276,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,3.5283538011,0.0318900597
1976,"POPL","Automatic generation of efficient evaluators for attribute grammars - Ken Kennedy, Scott K. Warren",3.0919803034,0.0318900597,56.0037669924,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,14.9999228832,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1976,"POPL","Automatic design of data processing systems - Gregory R. Ruth",8.8423839483,24.7737112070,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,34.1190114157,0.0318900597,8.7623605710,0.0318900597,0.0318900597,0.0318900597,0.0318900597,9.6619831564
1976,"POPL","Techniques for the automatic selection of data structures - James Low, Paul Rovner",6.9103313279,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,4.7280718778,0.0318900597,20.8849148114,0.0318900597,3.5769327472,0.0318900597,0.0318900597,0.0318900597,14.9274846774,12.1636049163
1976,"POPL","A methodology for LISP program construction from examples - Phillip D. Summers",0.0318900597,6.2366867567,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,70.6145715833,0.0318900597,20.2842774016,0.0318900597,0.0318900597,0.0318900597,0.0318900597,13.9920244970,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1976,"POPL","Binding time optimization in programming languages: Some thoughts toward the design of an ideal language - Neil D. Jones, Steven S. Muchnick",0.0318900597,0.0318900597,0.0318900597,14.6249831825,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,37.8835102300,0.0318900597,10.5871767664
1976,"POPL","A lazy evaluator - Peter Henderson, James H. Morris, Jr.",0.0318900597,0.0318900597,2.7600651219,0.0318900597,7.8413033937,0.0318900597,0.0318900597,0.0318900597,24.4943016633,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1975,"POPL","Application of lattice algebra to loop optimization - Amelia Fong, John Kam, Jeffrey Ullman",0.0318900597,0.0318900597,0.0318900597,1.4277667703,0.0318900597,3.6360133490,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1975,"POPL","A semantic model for parallel systems with scheduling - Ellis S. Cohen",0.0318900597,7.4957907051,0.0318900597,0.0318900597,25.5989884215,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,4.4582776272,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,8.5745034848,0.0318900597,0.0318900597,0.0318900597
1975,"POPL","A description of path expressions by Petri nets - P. E. Lauer, R. H. Campbell",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,8.4470914961,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,20.6166886232,0.0318900597
1975,"POPL","Even simple programs are hard to analyze - Neil D. Jones, Steven S. Muchnick",3.6996390417,0.0318900597,0.0318900597,0.0318900597,0.0318900597,12.7325140943,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,78.1332292064,0.0318900597,16.5621778962,0.0318900597,0.0318900597
1975,"POPL","On the complexity of the circularity test for attribute grammars - M. Jazayeri, W. F. Ogden, W. C. Rounds",0.0318900597,0.0318900597,9.1823378160,0.0318900597,0.0318900597,25.8698710960,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,3.4053206336,0.0318900597,0.0318900597,0.0318900597,1.6700306930,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1975,"POPL","On the complexity of LR(k) testing - Harry B. Hunt, III, Thomas G. Szymanski, Jeffrey D. Ullman",0.0318900597,0.0318900597,21.6907986284,0.0318900597,0.0318900597,25.5102466965,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,3.8946248541,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1975,"POPL","Programming languages, natural languages, and mathematics - Peter Naur",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,52.7253195345,0.0318900597,4.3384605848
1975,"POPL","Modes, values and expressions - Marvin Solomon",0.0318900597,0.0318900597,3.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1975,"POPL","An assertion language for data structures - Stephen A. Cook, Derek C. Oppen",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,50.5445012803,0.0318900597,0.0318900597,50.5192788390,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1975,"POPL","An algebraic model for string patterns - Glenn F. Stewart",0.0318900597,0.0318900597,1.2476367687,0.0318900597,1.4646638686,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,1.3833695417,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1975,"POPL","Program schemas with concurrency: execution time and hangups - Bruce P. Lester",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,43.3521066558,0.0318900597,0.0318900597,1.7262029918,0.0318900597,7.5179998672,0.0318900597,9.5312507238,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1975,"POPL","Node listings applied to data flow analysis - K. W. Kennedy",0.0318900597,0.0318900597,0.0318900597,4.3152378358,0.0318900597,0.0318900597,0.0318900597,0.0318900597,32.0301337274,0.0318900597,0.0318900597,0.0318900597,18.7502986158,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1975,"POPL","New control structures to aid gotolessness - D. M. Symes",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,6.4330624267,0.0318900597,0.0318900597,165.6307176926,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1975,"POPL","Structured exception handling - John B. Goodenough",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,45.0318900597,0.0318900597,0.0318900597
1975,"POPL","An algebra of relations for machine computation - Patrick Hall, Peter Hitchcock, Stephen Todd",0.0318900597,0.0318900597,30.9902615477,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,24.0735185716,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1975,"POPL","A fast and usually linear algorithm for global flow analysis - Susan L. Graham, Mark Wegman",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,30.1358867802,0.0318900597,0.0318900597,20.6570449420,0.0318900597,0.0318900597,0.0318900597,3.3027384567,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1975,"POPL","Some optimization techniques for an extensible language - Christopher Ryland",20.7434342773,0.0318900597,0.0318900597,0.0318900597,0.0318900597,3.4209774815,0.0318900597,6.7829411956,10.6537813932,0.0318900597,0.0318900597,0.0318900597,81.5583159507,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1975,"POPL","Automatic data structure choice in a language of very high level - J. T. Schwartz",0.0318900597,0.0318900597,27.9697887940,0.0318900597,0.0318900597,0.0318900597,1.6919333557,0.0318900597,33.4339480293,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1975,"POPL","A mathematical approach to language design - George T. Ligler",0.0318900597,0.0318900597,0.0318900597,0.0318900597,14.9951121843,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,11.2563358956,0.0318900597,15.8442220990,0.0318900597,0.0318900597
1975,"POPL","Correctness-preserving program transformations - Susan L. Gerhart",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,106.1940510352,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,35.8697290841,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1975,"POPL","Actor semantics of PLANNER-73 - Irene Greif, Carl Hewitt",0.0318900597,0.0318900597,0.0318900597,0.0318900597,32.2217289622,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,1.8420511571,0.0318900597,0.0318900597,0.0318900597
1975,"POPL","Reduction: a new method of proving properties of systems of processes - Richard J. Lipton",0.0318900597,28.0855915328,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,13.9781885866,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1973,"POPL","Deterministic parsing of ambiguous grammars - A. V. Aho, S. C. Johnson, J. D. Ullman",0.0318900597,0.0318900597,26.0768582131,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,5.9869219062,0.0318900597,0.0318900597
1973,"POPL","Formalization of EXEL - L. Nolin, G. Ruggiu",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,2.0318900597,0.0318900597
1973,"POPL","Types are not sets - James H. Morris, Jr.",0.0318900597,0.0318900597,0.0318900597,1.3530587633,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,55.7286894188,0.0318900597,0.0318900597,19.7655109855,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,12.2803010710
1973,"POPL","Recursively defined data types: part 1 - C. H. Lewis, B. K. Rosen",0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,4.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1973,"POPL","Mode modules as representations of domains: preliminary report - Alice E. Fischer, Michael J. Fischer",0.0318900597,0.0318900597,27.3112925176,0.0318900597,0.0318900597,36.6374368202,3.5655791553,0.0318900597,0.0318900597,15.2471296092,0.0318900597,0.0318900597,18.4805652521,0.0318900597,0.0318900597,0.0318900597,0.0318900597,115.9493370035,0.0318900597,0.0318900597
1973,"POPL","Advice on structuring compilers and proving them correct - F. Lockwood Morris",19.4338358207,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,4.9119046143,0.0318900597,6.7446728255,0.0318900597,5.0371469782,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1973,"POPL","Actor induction and meta-evaluation - Carl Hewitt, Peter Bishop, Irene Greif, Brian Smith, Todd Matson, Richard Steiger",0.0318900597,0.0318900597,0.0318900597,0.0318900597,29.4045577513,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,41.2823950745,0.0318900597,0.0318900597,7.4087173532,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1973,"POPL","Reasoning about programs - Richard J. Waldinger, Karl N. Levitt",0.0318900597,28.6854871089,0.0318900597,0.0318900597,0.0318900597,2.8172422867,0.0318900597,0.0318900597,16.0669156458,0.0318900597,0.0318900597,0.0318900597,6.2551312254,0.0318900597,0.0318900597,36.3346740316,0.0318900597,0.0318900597,0.0318900597,0.0318900597
1973,"POPL","Procedure linkage optimization working paper - A. Maggiolo-Schettini, B. K. Rosen, H. R. Strong",0.0318900597,0.0318900597,0.0318900597,17.8780621179,11.7800623055,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,9.5834151861,0.0318900597,0.0318900597,12.8860206292,0.0318900597
1973,"POPL","A unified approach to global program optimization - Gary A. Kildall",0.0318900597,0.0318900597,0.0318900597,28.0976247360,0.0318900597,0.0318900597,1.2729822485,0.0318900597,43.7250631944,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597,0.0318900597
