Year,ICFP # of papers,ICFP Topic 0,ICFP Topic 1,ICFP Topic 2,ICFP Topic 3,ICFP Topic 4,ICFP Topic 5,ICFP Topic 6,ICFP Topic 7,ICFP Topic 8,ICFP Topic 9,ICFP Topic 10,ICFP Topic 11,ICFP Topic 12,ICFP Topic 13,ICFP Topic 14,ICFP Topic 15,ICFP Topic 16,ICFP Topic 17,ICFP Topic 18,ICFP Topic 19,OOPSLA # of papers,OOPSLA Topic 0,OOPSLA Topic 1,OOPSLA Topic 2,OOPSLA Topic 3,OOPSLA Topic 4,OOPSLA Topic 5,OOPSLA Topic 6,OOPSLA Topic 7,OOPSLA Topic 8,OOPSLA Topic 9,OOPSLA Topic 10,OOPSLA Topic 11,OOPSLA Topic 12,OOPSLA Topic 13,OOPSLA Topic 14,OOPSLA Topic 15,OOPSLA Topic 16,OOPSLA Topic 17,OOPSLA Topic 18,OOPSLA Topic 19,PLDI # of papers,PLDI Topic 0,PLDI Topic 1,PLDI Topic 2,PLDI Topic 3,PLDI Topic 4,PLDI Topic 5,PLDI Topic 6,PLDI Topic 7,PLDI Topic 8,PLDI Topic 9,PLDI Topic 10,PLDI Topic 11,PLDI Topic 12,PLDI Topic 13,PLDI Topic 14,PLDI Topic 15,PLDI Topic 16,PLDI Topic 17,PLDI Topic 18,PLDI Topic 19,POPL # of papers,POPL Topic 0,POPL Topic 1,POPL Topic 2,POPL Topic 3,POPL Topic 4,POPL Topic 5,POPL Topic 6,POPL Topic 7,POPL Topic 8,POPL Topic 9,POPL Topic 10,POPL Topic 11,POPL Topic 12,POPL Topic 13,POPL Topic 14,POPL Topic 15,POPL Topic 16,POPL Topic 17,POPL Topic 18,POPL Topic 19
1988,0,,,,,,,,,,,,,,,,,,,,,28,9.22292475949,0.175970668471,5.40785332201,1.10170949295,13.5794625095,0.0320940909,1.51396103116,0.0320940909,4.12422693032,0.577270901321,1.52578694567,5.67082207347,0.0320940909,0.342957049807,0.0320940909,2.21433160958,11.7771188192,0.664130890604,6.94276435265,13.6007855266,24,8.27491230285,0.0320940909,0.996924667412,1.6613494532,14.2124216534,0.138124065492,0.214530988213,4.31245868478,8.61520363002,0.835084328292,0.790147888808,6.62329579392,0.787391540829,0.0320940909,0.29151258775,2.84674088122,7.37918096723,0.911375321146,1.33048252022,8.43988969463,23,12.0201860785,13.7018516674,1.96102787703,2.81196155841,7.93230129483,0.647062538083,0.203196364913,0.617450476413,7.41927701879,1.16203627022,1.89395819961,6.33925213404,0.0320940909,7.40874391245,10.4755481943,8.72333564031,7.47627260045,7.12241600259,3.69382220511,7.56530508479
1989,0,,,,,,,,,,,,,,,,,,,,,44,7.17428764262,2.75506677818,3.55632565075,2.08623942347,12.3615568325,0.0320940909,1.76850679863,3.11678913191,1.03767653616,1.51084041758,1.21433530446,3.13317356457,1.34605109789,0.185096716907,3.27616402516,2.6751090613,12.0054086768,1.73854463815,3.04129186022,8.92277811519,27,2.75859982709,1.23822494464,4.81092892416,6.14202639921,6.50520311292,0.467413270081,1.59941192362,6.92562596364,0.982407256981,3.73005310656,1.44183581395,9.87445079203,1.34337379871,3.51390891547,0.0320940909,1.66894259951,15.8874964033,0.0320940909,2.61784954219,11.0329040049,27,23.4436710615,4.11782506955,0.0320940909,0.409608870459,9.66165342339,0.713859343211,0.641551549148,0.950862126856,1.7051680863,3.6877229787,2.22554289627,8.65991078946,1.05836130751,6.06960888038,1.12605645557,4.14116441212,5.03722424443,7.9204795299,3.88806845197,8.44774454648
2015,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,54,16.0681297868,12.4135447072,1.62684071086,3.61033233876,13.7793899335,2.04997599256,0.802554639235,1.20254855281,4.58537350008,2.15823792843,1.75705175742,8.69440395922,1.08857021115,5.42667152873,0.0320940909,2.99650388955,4.09027239264,9.21257220142,3.94669472419,6.89641526873
2014,30,1.6194748893,6.7006875315,0.51795219713,1.52247044698,0.112533502423,8.91398904358,2.29855083306,2.76074089042,13.4635411284,7.80709970425,20.6438622839,1.34553695876,0.91376854838,6.23669717995,3.58262944254,3.34139227962,2.19170311931,4.40741651047,6.68412800087,6.61104066044,51,7.56717773588,3.4626140592,8.01230648661,1.63173257434,2.94036489076,2.16705763711,1.54227731351,4.89374728328,5.32851995913,1.05773251477,0.211784485929,10.5003118612,2.36212166561,2.0819540028,1.52775946724,3.77149145586,6.24897238246,1.91366695336,8.00645379209,4.47265882617,58,9.46622267351,14.1782226235,2.38846514028,0.97998628936,4.18397419727,1.52824837897,0.224134448921,3.93500058448,10.2978405137,2.13753016977,3.17975529333,2.36217966265,1.2169221312,12.3658394673,3.30723141122,5.52897952842,4.92417547379,16.7065789954,3.50136778477,3.00508911886,52,7.5198919958,5.12512268608,0.487008550502,1.66085199627,7.34749929998,1.46577347122,0.247995687631,2.60537182712,0.595407894977,3.82088221068,1.21764678158,11.5421747432,0.570301535048,5.45521734871,0.700416700615,3.5480159489,5.02401374322,1.38481829754,4.93515765712,20.6960057493
2011,39,4.59127446406,7.58515812913,2.45048221885,2.48628484996,0.540888579228,2.59822674502,0.262783581641,16.1124246768,10.9816933134,7.24677264734,14.1670873574,1.420302595,3.95885931383,3.8619043354,2.18316635855,8.62160094659,2.4655018903,9.6828433244,1.81714766735,0.966453182618,61,2.09707570079,1.16970053121,0.702684414684,1.42505471715,4.51815195926,2.3512157728,2.11904955643,2.03059466258,1.06720123513,3.32442959369,0.363077523359,23.164748616,4.31497443054,1.68779714638,0.273877342838,2.14938390819,2.30460730334,0.471564051972,5.83667609809,18.6634598764,54,6.71683570802,5.23802242316,0.439036322311,0.95329721283,3.76618105651,3.52007250924,0.189133722322,0.965675112061,3.99942967452,0.52501189438,0.366122178785,21.2855469531,1.62047349846,2.98695613647,1.08269929958,4.07677372817,2.40363466306,1.16770715119,8.47830840819,14.2498530544,50,9.21457676866,5.10608302524,0.396273096834,3.90032432221,11.161599781,1.2953503639,1.58188415123,1.7403564539,6.02267535778,3.38173821824,1.81628210737,6.3290990425,1.5785230362,6.72866039346,1.59236573999,3.53442536876,7.12802674975,3.94257059061,4.61179020873,14.9792770415
2010,35,0.558339279897,6.10548260684,0.106374254043,4.40191419872,0.24707388008,3.17411385743,2.30885944118,3.96893077585,8.70286452093,11.8374111746,12.7527266546,1.64731604417,0.885898518337,0.742722318383,2.1695864892,6.66024823228,2.85134300027,17.0820877029,3.65217750676,5.27212564712,61,0.896355520246,1.85318460874,2.04025871688,1.62404862704,8.68808642055,1.24349772341,1.1914549671,3.2889227784,1.71882419343,1.43016709667,0.282956997248,22.2806541538,1.94769954102,1.86644272746,0.885095055221,2.9666185605,6.95748290341,0.0320940909,5.76882927824,13.6136340872,41,4.82454355614,2.18812053755,1.54547021058,0.875062851983,6.15070033614,5.99379795844,1.99645377115,0.478704236363,6.0437968023,0.43346859221,0.346115190327,7.95933329055,3.72655379367,5.21902919113,7.7479292472,4.40382109803,2.06019290725,1.2474015485,2.60680898598,4.69701673679,40,7.97431284894,5.28063255271,5.38625294503,0.30110039312,6.09310638602,1.75649089841,0.141199680183,3.84298757921,2.12725714911,2.32876514243,1.4446395125,2.35191068056,1.23374299326,8.65671050666,0.379493437702,2.83456479463,8.78829187481,3.36181411016,2.24894356579,11.4596647666
2013,41,2.73375245042,8.81227919665,0.277315652002,0.802313551624,1.1602344504,7.61522660721,0.540165708866,6.87362218671,7.28460799196,8.13697211695,5.01765378167,0.90186862172,4.49285130959,0.643974058622,6.21156456608,10.0604521105,1.1000712911,15.4407932981,5.34328039577,0.924589789022,49,7.81575505528,2.19105864234,1.17746848867,2.1195072234,3.09808953454,5.65679028696,1.34736397406,0.937286740118,2.63930766967,1.23887738636,3.73968852154,20.7327908739,0.226540534067,1.1922954845,1.40665915126,0.893808309531,5.93606473735,5.21963879327,6.56079206599,11.5120983451,46,7.80028924933,4.52896714845,0.342146508839,1.57719840809,10.7821223393,4.30490871212,0.641953762552,0.268596848737,1.39430429834,0.360317079565,0.669015389115,21.7171108883,0.399631015415,8.51079148118,3.16574956567,1.68280903917,1.40939398263,1.24745400677,11.4903463495,12.3705148751,43,7.18656407702,7.65593615373,0.0320940909,2.1433513778,10.6039036159,0.45984795974,0.0651529472279,3.43748561806,1.83169356904,6.19296607675,0.28692209893,2.51445291399,1.40853657329,5.15035417967,1.93784980939,0.71616285353,10.8059211529,6.47949962486,1.16607290347,11.2647886402
2012,34,0.935254346909,2.41352085297,0.244149111179,9.12193502896,1.02192467202,5.08532750543,0.0320940909,2.77530961524,8.65888148004,12.6500651644,3.06952443856,1.03946012474,7.14220040306,4.4031748476,4.1898998699,3.5433946142,1.63397014138,6.50730162845,7.50784690474,2.10782344775,58,6.04896078671,1.22966046405,0.232879057167,1.11865892159,5.38306330509,2.99325221429,0.159338655816,0.236711954379,2.39718901163,1.84806874297,0.309315838014,19.1548228826,5.65747064238,2.41722332472,2.14214102369,2.62189092092,1.28266361607,2.24557987692,6.00706250363,15.1559280752,47,9.60244370537,6.31425146848,0.57187494456,3.21312813828,6.27708601707,5.43060367984,0.479953476645,4.11948306997,3.22227996476,1.42701154931,0.305513377621,19.3617205178,1.52364119651,1.61484035292,0.163409426172,2.91975533187,2.27580145484,1.18965133894,5.50561937743,11.2089198124,45,10.0448907727,7.01900977414,1.5868759982,1.75007321406,9.99542362955,0.903000900471,0.770562579949,3.59105774122,1.24470723027,1.76377999724,2.60029122113,5.6891515679,0.228468577453,8.15472053942,3.65350925134,2.4671585811,5.47389982509,4.8801541803,7.073860503,6.06239684443
1985,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,22,15.6980017382,15.1950459758,0.5935020423,0.7320575581,4.01654075447,0.810943047732,3.52040392561,1.87977138822,2.97886451438,0.505714722527,0.310065591014,9.08403857699,0.0320940909,19.2326632408,1.23614903576,1.9516479478,5.99795149319,1.03982059111,0.0320940909,21.6581478557
1990,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,24,0.0320940909,2.9077901738,6.8431202049,10.0678795385,0.0320940909,0.651914388662,2.68142907027,9.84728046975,0.0867583365,15.9891043987,3.19729718354,0.520268470142,2.1226280152,2.7786318202,3.65956378158,5.85820961167,2.1130288164,3.90194461947,4.68353759466,3.4173071421,29,17.1959195271,11.3210083196,0.793486870076,0.157223055659,6.6733601339,1.93543972353,0.519522526931,1.20055242074,3.94828233714,7.12193944316,3.57890520815,1.99732645387,5.79011717459,10.346827486,0.890989431031,2.40691737915,2.21356033334,1.00337716522,3.80799801239,21.9115426094
1993,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,26,0.259592281558,3.04792695178,0.0320940909,1.53731324852,0.0320940909,4.70359942059,8.11151139783,1.08974988193,1.66474798103,19.3423498228,0.690073360092,0.0320940909,7.24042213093,0.727571349869,13.8467774485,0.298227085027,0.493803746769,0.582696958715,0.9676309783,0.6339131932,38,10.4213599913,19.4395649289,0.992165804045,0.0320940909,16.9915171258,0.274513585645,0.250671320858,1.67982227819,6.61082466951,2.15146816764,2.03581484845,5.66077386318,0.658450257495,7.02943301886,0.317431737984,4.73717487131,5.4346480116,1.28367054242,3.81421015474,8.79995675957
1992,0,,,,,,,,,,,,,,,,,,,,,61,0.511368358464,0.424170064064,0.439696388605,6.14080971286,0.0772153920918,18.8090686523,4.51502565407,9.49080245459,1.33121615624,11.1750265512,1.75680276198,0.403887508951,3.62649947718,1.97558156514,18.8938987557,0.405053655867,0.197847460361,1.84062800198,2.67600341175,1.77095196563,28,1.37444938571,0.0320940909,0.798276190518,1.90722238829,0.0320940909,7.65004229748,7.16209738811,0.0320940909,0.0320940909,2.11396294098,0.224777341296,0.245676761457,3.43862275422,0.0862532325393,40.4175515568,0.583058446589,0.613903629575,0.0320940909,13.7089233864,0.0851650919464,28,15.6946174376,16.4919055476,0.0320940909,1.77151331783,7.03182276153,2.89147091397,1.33265687097,0.558777509318,4.10948144114,1.53821001991,4.92858802129,5.00138650064,0.0320940909,11.2205791621,3.3178217873,0.085802207975,2.95996332846,5.73626770179,3.85472468422,8.30210442236
1995,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,25,0.0320940909,0.536031317056,2.36669641263,2.8159714558,0.550924301824,22.6846017705,2.64685395658,0.0320940909,0.0320940909,1.23743446575,0.389444438648,0.0320940909,7.1444270547,2.91742235972,18.1126027963,0.0320940909,0.0320940909,0.0320940909,0.838758859352,0.176053992752,33,2.68163482171,12.9778555902,0.425510791512,2.91026046012,0.884703675764,0.317025903506,0.0320940909,17.6367709125,10.8282573287,9.02104758153,3.95415929774,0.272226870518,0.193100563455,9.35224790602,2.07825498116,4.8412584517,3.29530776464,22.7562909745,5.82976795396,2.17228771583
1994,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,27,0.0320940909,0.462164252963,0.0320940909,1.16687001676,0.0320940909,16.1719161647,10.1170453057,0.0320940909,1.14749419011,3.07016767118,0.0320940909,0.0320940909,3.98919776016,0.0320940909,20.1942123376,0.727319667904,0.0320940909,1.4106579216,1.31205724649,0.245656185148,37,8.65188540528,19.0725181991,6.98233038309,0.111651552162,8.94420486628,0.0320940909,0.390562228457,0.582117682281,4.35967305379,2.11752720203,4.84814015275,1.26934445495,1.09610834322,11.4718304546,0.0320940909,6.73117818252,6.78056201439,14.3735309219,0.291037615692,5.93592335605
1997,26,3.78713774085,9.05404063491,1.97278968506,3.29212712615,5.72060361265,1.34717430493,0.251364161015,0.0320940909,6.60636834319,0.0320940909,0.107181841719,1.05315951663,2.32496974008,0.0320940909,1.98370892375,7.90788742127,13.0906163719,0.319509964373,8.32249546545,2.8275416143,0,,,,,,,,,,,,,,,,,,,,,30,2.0434140388,1.70835316474,8.57291941398,1.27135056634,1.67699858356,0.994907169413,3.36499111348,3.80360949463,5.00343821103,0.680295460457,0.0320940909,1.4531358025,1.33224629085,0.0320940909,6.6236253029,8.25237530372,11.54469765,3.93496601229,4.63875709962,0.44427962446,0,,,,,,,,,,,,,,,,,,,,
1996,24,1.30079478771,16.5587903091,4.52588467773,0.324517040638,19.7601211352,0.0320940909,0.294859111913,0.0320940909,0.241204855346,0.0320940909,0.0320940909,2.15148148667,0.0776622016917,0.141889666267,0.739648016458,25.9379036558,24.5664799725,0.646768252217,6.47796807831,0.517532206771,31,1.58512814893,1.75395176545,0.0320940909,2.48514145354,0.0320940909,6.66769277554,0.662503082574,0.543274253877,0.599851901435,6.37676553372,1.89678182179,0.636544318455,10.8087229103,0.911339795258,7.44345269113,0.995800041574,0.0987694043548,2.62532740907,1.26601726353,0.317403259119,26,0.80755251205,0.558413613642,1.06688067392,1.33190242215,0.0320940909,7.08917458949,4.72935788785,2.05984591765,0.0320940909,5.49654127771,0.413526492988,0.0893151113308,2.13278964241,0.0320940909,26.4230813472,0.662160251438,0.652986144235,0.766169436419,1.50303890307,0.0320940909,0,,,,,,,,,,,,,,,,,,,,
1999,24,7.58811033588,5.38568645627,5.14285552105,4.26407359331,27.8114924884,2.3333296671,0.812537730012,0.673859831158,0.416076758133,0.514346325821,0.72477559675,1.62292517996,0.929973452062,2.32599679707,0.0320940909,1.97547880054,40.4429229171,0.915149753171,1.57608085923,3.73744899723,28,2.07255022066,1.67856340449,0.878168925971,1.60557726538,1.86366080795,15.0005891557,2.21442922295,0.219335282632,2.78440567814,4.44787458842,2.02276952048,3.19688581112,4.7765440095,0.559872095554,5.88804805132,3.17815840513,1.00520635503,1.30468869388,1.08127054125,9.29185521094,25,3.97275795731,4.02552726199,0.0320940909,6.14984361189,8.48508497581,6.77576024602,2.0546818554,1.4485760659,12.9761163161,1.36154361975,2.87774930215,5.41776766308,5.71341929773,0.185100529028,4.83247806659,0.507197782096,3.1042763077,1.22132569843,0.901900627836,4.91868054213,0,,,,,,,,,,,,,,,,,,,,
1998,29,7.98413149488,1.50371758955,1.56542134793,6.84003391876,10.6495856542,2.11269933583,0.943597953341,0.217135558972,1.63181228154,0.0320940909,0.0320940909,1.10177963769,1.49251935452,0.718616704745,0.0959591627172,5.86732408081,13.6582985603,2.33538142647,13.2473774366,3.12954351652,28,0.481280711636,0.561903735789,0.129051981689,1.12354261965,0.387735013189,12.2388275381,2.66522345408,4.12217453261,0.0320940909,7.06338069013,3.12842647958,0.230574159171,8.23118449394,2.48917692608,23.3487920444,1.51580517522,0.312556735375,0.262772761743,2.98076020532,0.515189897893,30,0.0320940909,0.144205711827,0.0320940909,0.70533673202,0.231286119823,4.3722887522,7.5070417288,0.09774744636,0.0320940909,0.57202731643,0.0320940909,0.282315900723,9.28648481904,0.396292526607,20.6386175651,0.390143140133,0.07682600235,0.0320940909,1.0777971456,0.16966712302,0,,,,,,,,,,,,,,,,,,,,
1975,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,19,15.2583987249,17.2254425108,2.03434462818,2.29438587972,3.1118078489,0.754337087284,1.18326721111,9.34078617985,6.40397115602,7.06724038364,12.2349208464,0.430131337847,1.69664381675,5.34031226493,0.855677661432,7.80057596158,2.85309885315,8.82718779996,0.0320940909,0.528836521821
1978,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,23,7.31198689007,5.43271249407,1.92050351956,1.55801794907,0.0320940909,0.0320940909,0.635616370052,5.30900647792,20.7045531116,0.82493904593,11.3789567433,1.1437372111,0.0320940909,4.90888268236,0.640705250261,17.7592884159,2.47984707681,20.5853135437,2.70753130167,3.02661015753
1973,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,16,0.419352621931,10.2669822972,2.02787639247,0.0320940909,0.121282233213,2.99669011307,0.0320940909,1.17747749896,7.2473279702,6.53040253683,9.63388683461,1.22785449753,4.51617604748,1.29547163185,4.98282464763,22.7359061146,3.84833335623,16.8363130616,10.8254753712,0.138060409394
2002,26,0.0320940909,0.160596396396,2.43824910512,19.1091472128,0.639490277746,0.323027728046,24.4595692825,7.73883428272,0.711702544265,0.7928729282,0.0320940909,0.0320940909,2.91496172797,0.0320940909,1.89132090204,0.195424006835,0.843349914796,0.210603330338,1.21877466934,3.48096576055,47,4.45123958801,3.93413783346,12.7313264441,10.785781582,5.20868909749,0.429849460479,1.47041146341,8.38948440684,3.27640331652,8.07052005193,3.7727332541,1.28639553506,2.70963312591,1.17102673097,6.00426914964,3.72483588254,6.61870789801,1.61060772473,4.22872156756,6.97987366253,27,0.0320940909,0.56070571517,1.03922772774,3.07274920565,0.195528833311,6.48733051791,3.08636450623,0.0320940909,0.189237262396,0.893399419467,0.0320940909,0.0320940909,7.25132855648,1.65293354222,15.4962749281,0.801144943711,0.249701061007,0.775937870737,0.865053032589,0.081773516737,29,1.26054295114,7.67851562991,8.44126627671,0.729905176876,0.0899284295586,0.561637216672,1.14845995878,23.5511940983,4.967313403,8.49105588408,3.81704645273,3.35288464463,0.0320940909,4.12673694429,1.78814713052,11.1791868564,11.0227963201,3.91381332261,0.487617253652,2.17415356998
2003,26,1.38950043761,0.0320940909,5.13764341095,14.8364059347,0.626695343577,0.0320940909,28.6923396803,3.33124011725,2.48333403523,0.657243221765,0.211398503592,0.631590928758,4.68590599132,0.152403867869,1.89529164,0.896448002065,0.0320940909,0.295162850723,0.964891622281,0.273488572592,94,1.02664940871,0.762300528531,29.3818614999,1.70980104638,1.14185899558,0.281160559967,1.14999283689,7.48813588781,4.34952729849,2.21256533267,2.69899747746,1.84282663006,0.403530387395,1.9974634622,0.564571311799,11.7782773937,12.5073792912,2.13132187581,5.48906043002,1.28842995055,27,0.0320940909,3.19966353646,2.60593365169,2.01964835631,0.921737126719,8.4251137034,5.99234782967,0.259141775115,0.688570117615,0.953805027174,1.16965632241,0.0320940909,18.2500135155,0.758275200274,11.2041754715,3.78679186721,0.682161773681,0.433742359685,4.73034970083,0.348418152707,24,1.19475153639,4.38040610957,29.7430077407,0.590887633133,0.0320940909,0.597616584512,2.00839543791,3.81451149301,2.21210673659,6.07251971531,2.9466179519,3.02702467031,0.0320940909,11.0353492015,2.21374656462,5.70855478732,3.8967401123,9.97152530574,1.48026378168,1.68366827353
2000,25,6.14840239746,4.448441385,2.33481505378,1.43110215427,8.63932822087,0.0320940909,7.3166251237,0.17197452494,6.22916736435,0.0320940909,1.82353628701,1.57619144508,3.05489034248,0.0320940909,1.09289997329,2.40856183639,33.9981787903,1.46021297138,0.772251077328,4.8390205976,42,0.618129069114,3.9259400994,1.51911880185,7.97792277764,8.41353374315,1.15697517984,0.43771886786,10.9826895626,2.55226675755,10.8147344335,5.0829144814,1.25476581997,6.01387974646,1.03363309714,2.09089993946,3.51420532523,5.34605580151,1.18597553673,12.5969050703,7.21885580244,28,5.65812231813,1.0767613813,1.12986997463,0.0320940909,3.49498923065,2.29820828827,0.0320940909,1.56564744804,6.04036627289,1.1417394987,0.994901166604,12.9419593015,5.16061928599,4.37994569926,5.35423959102,2.09521040619,1.90433018422,0.698508394189,14.9715277006,12.9921760653,29,3.36203748219,6.03163077311,8.4761679602,2.76429168617,0.0320940909,0.546468996797,0.208748024283,12.6488300825,8.08809398786,10.404613555,5.7359122127,3.7886879242,0.688134548872,21.5364693849,1.09054075446,18.813168482,11.0597065682,5.58669435475,0.410248825821,0.162445571297
